Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,0.936384,1.084821,0.772321,0.926339,0.784238,12555177600
2000-02-01,0.928571,1.070871,0.866071,1.023438,0.866442,7319782400
2000-03-01,1.058594,1.342634,1.017857,1.212612,1.026597,8698356800
2000-04-01,1.209821,1.245536,0.936384,1.107701,0.937779,8662404800
2000-05-01,1.114955,1.127232,0.729911,0.750000,0.634950,9807750400
2000-06-01,0.729911,1.029018,0.717634,0.935268,0.791797,8105204800
2000-07-01,0.930804,1.082589,0.837054,0.907366,0.768175,5746770400
2000-08-01,0.898438,1.098214,0.790179,1.088170,0.921245,5636086400
2000-09-01,1.094866,1.145089,0.453125,0.459821,0.389284,14516930400
2000-10-01,0.476563,0.477679,0.312500,0.349330,0.295743,21905788800
2000-11-01,0.347098,0.410714,0.287946,0.294643,0.249445,8488373600
2000-12-01,0.303571,0.312500,0.243304,0.265625,0.224878,8858970400
2001-01-01,0.265625,0.401786,0.257813,0.386161,0.326924,13709460800
2001-02-01,0.369420,0.391741,0.321429,0.325893,0.275901,7023766400
2001-03-01,0.318080,0.424107,0.306920,0.394107,0.333651,10799062400
2001-04-01,0.394464,0.484286,0.334821,0.455179,0.385354,11158991200
2001-05-01,0.453750,0.476786,0.344643,0.356250,0.301601,7468434400
2001-06-01,0.359464,0.448214,0.345536,0.415179,0.351490,7638265600
2001-07-01,0.422143,0.450357,0.318750,0.335536,0.284065,8655102400
2001-08-01,0.339464,0.355357,0.308571,0.331250,0.280436,5129359200
2001-09-01,0.330357,0.340714,0.262143,0.276964,0.234478,5531523200
2001-10-01,0.276607,0.346786,0.264821,0.313571,0.265469,7544247200
2001-11-01,0.315179,0.384821,0.308036,0.380357,0.322010,5369744800
2001-12-01,0.376071,0.429107,0.358750,0.391071,0.331080,4629839200
2002-01-01,0.393750,0.441607,0.361607,0.441429,0.373714,8515376800
2002-02-01,0.434643,0.463929,0.373929,0.387500,0.328057,7837424000
2002-03-01,0.391607,0.451786,0.389643,0.422679,0.357840,5318583200
2002-04-01,0.417500,0.467321,0.410714,0.433393,0.366910,6422836000
2002-05-01,0.433750,0.463929,0.395357,0.416071,0.352245,5976157600
2002-06-01,0.417679,0.418750,0.285357,0.316429,0.267889,8708016800
2002-07-01,0.316250,0.335536,0.246429,0.272500,0.230698,8118415200
2002-08-01,0.269821,0.290179,0.249464,0.263393,0.222988,5151686400
2002-09-01,0.258750,0.271250,0.250893,0.258929,0.219209,5291837600
2002-10-01,0.260536,0.293571,0.238571,0.286964,0.242944,6611432800
2002-11-01,0.284643,0.310357,0.268036,0.276786,0.234327,4531721600
2002-12-01,0.283929,0.287500,0.246071,0.255893,0.216639,4530439200
2003-01-01,0.256429,0.274643,0.242143,0.256429,0.217093,6045832800
2003-02-01,0.257321,0.273214,0.246429,0.268036,0.226919,4114303200
2003-03-01,0.268036,0.270714,0.250714,0.252500,0.213766,4028404800
2003-04-01,0.253571,0.266964,0.227143,0.253929,0.214976,7775342400
2003-05-01,0.254464,0.339464,0.250000,0.320536,0.271366,10811544800
2003-06-01,0.323214,0.351607,0.296964,0.340357,0.288146,6113335200
2003-07-01,0.336964,0.385179,0.330536,0.376429,0.318685,5218270400
2003-08-01,0.375000,0.408036,0.346786,0.403750,0.341815,4307564800
2003-09-01,0.404643,0.416429,0.359821,0.370000,0.313242,5347484800
2003-10-01,0.369821,0.446607,0.360536,0.408750,0.346047,7040191200
2003-11-01,0.407679,0.416071,0.354464,0.373393,0.316114,4974104800
2003-12-01,0.375714,0.391071,0.343750,0.381607,0.323068,5453873600
2004-01-01,0.384821,0.443571,0.378214,0.402857,0.341058,7927802400
2004-02-01,0.401071,0.430357,0.387500,0.427143,0.361619,4922030400
2004-03-01,0.430357,0.502500,0.421429,0.482857,0.408786,11626115200
2004-04-01,0.480179,0.528214,0.455179,0.460357,0.389738,8930174400
2004-05-01,0.464286,0.513929,0.455357,0.501071,0.424206,5304275200
2004-06-01,0.496250,0.610536,0.493036,0.581071,0.491934,8227234400
2004-07-01,0.573214,0.600536,0.513214,0.577500,0.488911,9696579200
2004-08-01,0.556786,0.628214,0.530357,0.615893,0.521415,8011365600
2004-09-01,0.612500,0.701250,0.610536,0.691964,0.585816,7673506400
2004-10-01,0.698571,0.950000,0.672321,0.935714,0.792175,16094366400
2004-11-01,0.937500,1.242321,0.929286,1.197321,1.013651,17439604000
2004-12-01,1.210536,1.213393,1.100000,1.150000,0.973590,15948615200
2005-01-01,1.156786,1.390893,1.117857,1.373214,1.162562,25708244800
2005-02-01,1.375893,1.622857,1.367500,1.602143,1.356374,21448946400
2005-03-01,1.606786,1.611071,1.386786,1.488214,1.259921,14675920000
2005-04-01,1.503214,1.587500,1.214286,1.287857,1.090299,19375518400
2005-05-01,1.293214,1.462143,1.182500,1.420000,1.202171,12858294400
2005-06-01,1.424643,1.455714,1.268571,1.314643,1.112976,11327195600
2005-07-01,1.315357,1.585000,1.296071,1.523214,1.289552,10094246400
2005-08-01,1.520357,1.726071,1.500714,1.674643,1.417752,9400806800
2005-09-01,1.678571,1.948571,1.646071,1.914643,1.620936,12347770400
2005-10-01,1.934286,2.070714,1.709643,2.056786,1.741274,18643447200
2005-11-01,2.044286,2.538214,2.031071,2.422143,2.050585,13456427600
2005-12-01,2.462500,2.695000,2.457500,2.567500,2.173645,13064164400
2006-01-01,2.585000,3.085714,2.531071,2.696786,2.283098,21878371200
2006-02-01,2.676786,2.730714,2.246429,2.446071,2.070842,18760697200
2006-03-01,2.458571,2.499643,2.059643,2.240000,1.896383,23192632400
2006-04-01,2.273929,2.573214,2.180357,2.513929,2.128291,20119282400
2006-05-01,2.527500,2.635714,2.096071,2.134643,1.807187,15608779200
2006-06-01,2.137500,2.253571,1.978929,2.045357,1.731598,17936623600
2006-07-01,2.054286,2.451071,1.791429,2.427143,2.054818,17479742000
2006-08-01,2.400714,2.500000,2.235000,2.423214,2.051492,17887646000
2006-09-01,2.445714,2.777857,2.422143,2.749286,2.327543,17721558400
2006-10-01,2.682143,2.950000,2.592857,2.895714,2.451510,14387956800
2006-11-01,2.896429,3.327143,2.778214,3.273571,2.771403,13834884000
2006-12-01,3.278571,3.297500,2.741786,3.030000,2.565196,16890792800
2007-01-01,3.081786,3.492857,2.925000,3.061786,2.592107,27209781200
2007-02-01,3.079643,3.243214,2.959286,3.021786,2.558244,13722354800
2007-03-01,3.001071,3.458214,2.991071,3.318214,2.809199,15918644000
2007-04-01,3.362143,3.660714,3.200000,3.564286,3.017522,13459740000
2007-05-01,3.556786,4.363214,3.519643,4.328214,3.664263,17365068000
2007-06-01,4.325000,4.557500,4.121429,4.358571,3.689963,23279541600
2007-07-01,4.323214,5.318571,4.260714,4.705714,3.983857,24018573600
2007-08-01,4.772857,4.987500,3.986429,4.945714,4.187039,24360798000
2007-09-01,4.997857,5.535714,4.642857,5.481071,4.640271,20931223600
2007-10-01,5.522500,6.790000,5.461786,6.783929,5.743271,23277791600
2007-11-01,6.735714,6.881429,5.379643,6.507857,5.509548,26199790400
2007-12-01,6.495000,7.248571,6.321071,7.074286,5.989087,17252678800
2008-01-01,7.116786,7.152143,4.505000,4.834286,4.092703,35173888400
2008-02-01,4.865714,4.878214,4.122857,4.465000,3.780067,24865954400
2008-03-01,4.444286,5.205000,4.214286,5.125000,4.338823,22927273600
2008-04-01,5.225000,6.428571,5.128929,6.212500,5.259499,22786982400
2008-05-01,6.248571,6.865714,6.142857,6.741071,5.706988,18588214400
2008-06-01,6.735714,6.783929,5.862500,5.980000,5.062665,19475794800
2008-07-01,5.865357,6.461071,5.233214,5.676786,4.805965,19749760800
2008-08-01,5.710714,6.444643,5.461071,6.054643,5.125857,13085755200
2008-09-01,6.157143,6.196429,3.592500,4.059286,3.436590,24067562400
2008-10-01,3.997143,4.157143,3.035714,3.842500,3.253059,41426711200
2008-11-01,3.783214,3.992500,2.826429,3.309643,2.801942,23619461600
2008-12-01,3.260714,3.700000,3.019643,3.048214,2.580616,20213846800
2009-01-01,3.067143,3.470357,2.792857,3.218929,2.725144,18105740800
2009-02-01,3.182143,3.678571,3.089643,3.189643,2.700350,13867450800
2009-03-01,3.147143,3.927857,2.940357,3.754286,3.178376,15424598000
2009-04-01,3.717500,4.542857,3.710357,4.493929,3.804557,11821681200
2009-05-01,4.492857,4.853571,4.263571,4.850357,4.106311,9457142800
2009-06-01,4.873929,5.228571,4.745714,5.086786,4.306470,12675572000
2009-07-01,5.125000,5.892857,4.800714,5.835357,4.940211,10942136800
2009-08-01,5.900357,6.160357,5.693571,6.007500,5.085946,8165124800
2009-09-01,5.999643,6.746429,5.861071,6.619643,5.604187,9989319200
2009-10-01,6.619643,7.453929,6.453571,6.732143,5.699428,12956176800
2009-11-01,6.778571,7.428571,6.627500,7.139643,6.044418,8454784800
2009-12-01,7.222857,7.641071,6.738571,7.526071,6.371568,11393958800
2010-01-01,7.622500,7.699643,6.794643,6.859286,5.807068,15168994400
2010-02-01,6.870357,7.327500,6.816071,7.307857,6.186828,10776080000
2010-03-01,7.348214,8.481429,7.337500,8.392857,7.105389,12154172800
2010-04-01,8.478929,9.730714,8.312500,9.324643,7.894238,12367129600
2010-05-01,9.422857,9.567143,7.116071,9.174286,7.766948,18082654800
2010-06-01,9.274643,9.964643,8.650000,8.983214,7.605186,16651252800
2010-07-01,9.082143,9.499643,8.557143,9.187500,7.778131,15669704400
2010-08-01,9.301429,9.438571,8.412857,8.682143,7.350300,9589120800
2010-09-01,8.838214,10.526071,8.795714,10.133929,8.579379,11849919200
2010-10-01,10.219643,11.392857,9.920357,10.749286,9.100340,12234577600
2010-11-01,10.793571,11.475000,10.634286,11.112500,9.407838,9508086000
2010-12-01,11.259643,11.666429,11.246071,11.520000,9.752826,6973234800
2011-01-01,11.630000,12.450000,11.601429,12.118571,10.259574,10841535600
2011-02-01,12.189286,13.032143,12.061429,12.614643,10.679551,9295949600
2011-03-01,12.695357,12.916786,11.652143,12.446786,10.537445,11306458800
2011-04-01,12.539643,12.683214,11.434286,12.504643,10.586425,9253829200
2011-05-01,12.490714,12.565357,11.765000,12.422500,10.516883,6912060400
2011-06-01,12.459643,12.576071,11.089286,11.988214,10.149217,9263850400
2011-07-01,11.998214,14.446429,11.935714,13.945714,11.806436,10653946800
2011-08-01,14.206429,14.267857,12.607857,13.743929,11.635605,16142599200
2011-09-01,13.779286,15.102143,13.088571,13.618571,11.529473,11977448000
2011-10-01,13.584643,15.239286,12.651429,14.456429,12.238804,13141427600
2011-11-01,14.193214,14.571429,12.975714,13.650000,11.556084,8963701600
2011-12-01,13.662143,14.610357,13.488571,14.464286,12.245460,6306532400
2012-01-01,14.621429,16.365713,14.607143,16.302856,13.801989,6859854400
2012-02-01,16.371786,19.557501,16.213572,19.372856,16.401049,11368554400
2012-03-01,19.577499,22.194643,18.436428,21.412500,18.127815,15584338000
2012-04-01,21.493929,23.000000,19.821428,20.856428,17.657042,15598990400
2012-05-01,20.889286,21.312857,18.649286,20.633215,17.468069,11106345600
2012-06-01,20.327143,21.071428,19.589287,20.857143,17.657650,7855825600
2012-07-01,20.883215,22.138214,20.357143,21.812857,18.466751,8909650400
2012-08-01,21.996786,24.316786,21.437500,23.758572,20.113991,8276206400
2012-09-01,23.777143,25.181070,23.428572,23.825001,20.256842,9199005200
2012-10-01,23.969999,24.169643,20.989286,21.261429,18.077200,12142830000
2012-11-01,21.365000,21.535713,18.062500,20.902857,17.772327,12929851200
2012-12-01,21.201786,21.235357,17.901072,19.006071,16.233421,12132752800
2013-01-01,19.779285,19.821428,15.535714,16.267500,13.894361,13123423600
2013-02-01,16.396786,17.319286,15.630714,15.764286,13.464554,9344034000
2013-03-01,15.642857,16.783930,14.964286,15.809286,13.581688,9176876800
2013-04-01,15.782143,15.901786,13.753571,15.813571,13.585370,10963489600
2013-05-01,15.873571,16.633928,14.960714,16.061787,13.798607,9447530400
2013-06-01,16.097500,16.229643,13.888214,14.161786,12.246857,7018536000
2013-07-01,14.381786,16.333570,14.329286,16.161785,13.976421,6538114800
2013-08-01,16.276787,18.347857,16.187857,17.400715,15.047826,8058338400
2013-09-01,17.610714,18.139999,15.972143,17.026787,14.821679,8630941200
2013-10-01,17.087500,19.258928,17.081429,18.667856,16.250214,7837732000
2013-11-01,18.715000,19.940357,18.299286,19.859644,17.287661,5225155600
2013-12-01,19.928572,20.540714,19.242857,20.036428,17.543383,7057397200
2014-01-01,19.845715,20.007143,17.626785,17.878571,15.654019,8765954400
2014-02-01,17.950357,19.685356,17.832144,18.794287,16.455795,5880366800
2014-03-01,18.693571,19.607143,18.671785,19.169287,16.884596,5001698800
2014-04-01,19.205713,21.408215,18.261786,21.074642,18.562870,6435060800
2014-05-01,21.142857,23.006071,20.726070,22.607143,19.912718,5735668400
2014-06-01,22.641430,23.762501,22.232143,23.232500,20.577839,4827739200
2014-07-01,23.379999,24.860001,23.142500,23.900000,21.169069,4140344000
2014-08-01,23.725000,25.725000,23.320000,25.625000,22.696957,3748308000
2014-09-01,25.764999,25.934999,24.035000,25.187500,22.420418,6105680000
2014-10-01,25.147499,27.010000,23.795000,27.000000,24.033792,5441120800
2014-11-01,27.055000,29.937500,26.930000,29.732500,26.466106,3281632800
2014-12-01,29.702499,29.812500,26.565001,27.594999,24.669943,4294378400
2015-01-01,27.847500,30.000000,26.157499,29.290001,26.185280,5221053600
2015-02-01,29.512501,33.400002,29.020000,32.115002,28.710831,4546140800
2015-03-01,32.312500,32.570000,30.407499,31.107500,27.919876,4554568400
2015-04-01,31.205000,33.634998,30.775000,31.287500,28.081436,3984542000
2015-05-01,31.525000,33.242500,30.840000,32.570000,29.232506,3816608400
2015-06-01,32.570000,32.847500,31.120001,31.357500,28.261818,3514426800
2015-07-01,31.725000,33.242500,29.805000,30.325001,27.331253,4233122400
2015-08-01,30.375000,30.642500,23.000000,28.190001,25.407022,6427276400
2015-09-01,27.537500,29.222500,26.840000,27.575001,24.965229,4826189200
2015-10-01,27.267500,30.305000,26.827499,29.875000,27.047552,4450048400
2015-11-01,30.200001,30.955000,27.750000,29.575001,26.775944,3002562400
2015-12-01,29.687500,29.965000,26.205000,26.315001,23.926458,3687660800
2016-01-01,25.652500,26.462500,23.097500,24.334999,22.126181,5087392000
2016-02-01,24.117500,24.722500,23.147499,24.172501,21.978436,3243450400
2016-03-01,24.412500,27.605000,24.355000,27.247499,24.908752,2984198400
2016-04-01,27.195000,28.097500,23.127501,23.434999,21.423492,3489534800
2016-05-01,23.492500,25.182501,22.367500,24.965000,22.822168,3602686000
2016-06-01,24.754999,25.472500,22.875000,23.900000,21.981600,3117990800
2016-07-01,23.872499,26.137501,23.592501,26.052500,23.961327,2743118400
2016-08-01,26.102501,27.557501,26.000000,26.525000,24.395897,2520514000
2016-09-01,26.535000,29.045000,25.632500,28.262501,26.134756,3872062400
2016-10-01,28.177500,29.672501,28.070000,28.385000,26.248028,2747657200
2016-11-01,28.365000,28.442499,26.020000,27.629999,25.549866,2886220000
2016-12-01,27.592501,29.504999,27.062500,28.955000,26.912586,2435086800
2017-01-01,28.950001,30.610001,28.690001,30.337500,28.197565,2252488000
2017-02-01,31.757500,34.369999,31.752501,34.247501,31.831768,2299874400
2017-03-01,34.472500,36.125000,34.262501,35.915001,33.526375,2246513600
2017-04-01,35.927502,36.365002,35.014999,35.912498,33.524036,1493216400
2017-05-01,36.275002,39.162498,36.067501,38.189999,35.650070,2615927200
2017-06-01,38.292500,38.994999,35.549999,36.005001,33.749123,2736712400
2017-07-01,36.220001,38.497501,35.602501,37.182499,34.852837,1688047600
2017-08-01,37.275002,41.130001,37.102501,41.000000,38.431149,2644276000
2017-09-01,41.200001,41.235001,37.290001,38.529999,36.257740,2721496400
2017-10-01,38.564999,42.412498,38.115002,42.259998,39.767761,2017165200
2017-11-01,42.467499,44.060001,41.320000,42.962502,40.428841,2402653600
2017-12-01,42.487499,44.299999,41.615002,42.307499,39.955585,2124735200
2018-01-01,42.540001,45.025002,41.174999,41.857498,39.530594,2638717600
2018-02-01,41.792500,45.154999,37.560001,44.529999,42.054535,3711577200
2018-03-01,44.634998,45.875000,41.235001,41.945000,39.774750,2854910800
2018-04-01,41.660000,44.735001,40.157501,41.314999,39.177345,2664617200
2018-05-01,41.602501,47.592499,41.317501,46.717499,44.300316,2483905200
2018-06-01,46.997501,48.549999,45.182499,46.277500,44.052292,2110498000
2018-07-01,45.955002,48.990002,45.855000,47.572498,45.285034,1574765600
2018-08-01,49.782501,57.217499,49.327499,56.907501,54.171173,2801275600
2018-09-01,57.102501,57.417500,53.825001,56.435001,53.909805,2715888000
2018-10-01,56.987499,58.367500,51.522499,54.715000,52.266750,3158994000
2018-11-01,54.762501,55.590000,42.564999,44.645000,42.647339,3845305600
2018-12-01,46.115002,46.235001,36.647499,39.435001,37.801907,3595690000
2019-01-01,38.722500,42.250000,35.500000,41.610001,39.886833,3312349600
2019-02-01,41.740002,43.967499,41.482498,43.287498,41.494869,1890162400
2019-03-01,43.570000,49.422501,42.375000,47.487499,45.716164,2603925600
2019-04-01,47.910000,52.119999,47.095001,50.167500,48.296188,2024470800
2019-05-01,52.470001,53.827499,43.747501,43.767502,42.134926,2957826400
2019-06-01,43.900002,50.392502,42.567501,49.480000,47.817780,2060874800
2019-07-01,50.792500,55.342499,49.602501,53.259998,51.470795,1895406800
2019-08-01,53.474998,54.507500,48.145000,52.185001,50.431908,2724326400
2019-09-01,51.607498,56.605000,51.055000,55.992500,54.317097,2170268400
2019-10-01,56.267502,62.437500,53.782501,62.189999,60.329151,2433210800
2019-11-01,62.384998,67.000000,62.290001,66.812500,64.813339,1793326000
2019-12-01,66.817497,73.492500,64.072502,73.412498,71.429665,2388794800
2020-01-01,74.059998,81.962502,73.187500,77.377502,75.287575,2934370400
2020-02-01,76.074997,81.805000,64.092499,68.339996,66.494164,3019279200
2020-03-01,70.570000,76.000000,53.152500,63.572498,62.002239,6280072400
2020-04-01,61.625000,73.632500,59.224998,73.449997,71.635773,3265299200
2020-05-01,71.562500,81.059998,71.462502,79.485001,77.521690,2805936000
2020-06-01,79.437500,93.095001,79.302498,91.199997,89.188110,3243375600
2020-07-01,91.279999,106.415001,89.144997,106.260002,103.915901,3020283200
2020-08-01,108.199997,131.000000,107.892502,129.039993,126.193359,4070061100
2020-09-01,132.759995,137.979996,103.099998,115.809998,113.459396,3885245100
2020-10-01,117.639999,125.389999,107.720001,108.860001,106.650475,2894666500
2020-11-01,109.110001,121.989998,107.320000,119.050003,116.633652,2123077300
2020-12-01,121.010002,138.789993,120.010002,132.690002,130.221054,2322189600
